Location,UMMC,,,,
Address,Jackson MS Int Airport,,,,
Opt. tilt,29.25 deg,accurate to 0.25 deg,,,
Opt. azimuth,180.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jan 19, 09:00 pm",0,0,1.7,0,5.2
"Jan 19, 10:00 pm",0,0,0.6,0,3.1
"Jan 19, 11:00 pm",0,0,-0.6,0,2.1
"Jan 20, 12:00 am",0,0,-1.1,0,2.1
"Jan 20, 01:00 am",0,0,-0.6,0,1.5
"Jan 20, 02:00 am",0,0,-1.1,0,2.1
"Jan 20, 03:00 am",0,0,0,0,1.5
"Jan 20, 04:00 am",0,0,0,0,1.5
"Jan 20, 05:00 am",0,0,0.6,0,2.1
"Jan 20, 06:00 am",0,0,0.6,0,2.6
"Jan 20, 07:00 am",25.3929,27,0.6,72.3406,1.5
"Jan 20, 08:00 am",122.132,109,2.2,59.2913,1.5
"Jan 20, 09:00 am",159.24,161,3.3,46.1524,6.2
"Jan 20, 10:00 am",272.379,228,3.9,34.2471,4.6
"Jan 20, 11:00 am",226.077,228,3.9,25.4393,3.6
"Jan 20, 12:00 pm",245.155,226,4.4,23.542,3.6
"Jan 20, 01:00 pm",197.625,203,4.4,29.905,5.2
"Jan 20, 02:00 pm",224.069,221,4.4,40.8252,6.2
"Jan 20, 03:00 pm",170.286,164,3.9,53.5656,4.6
"Jan 20, 04:00 pm",73.8858,70,3.9,67.0478,5.7
"Jan 20, 05:00 pm",7.48998,8,3.9,75.8203,3.6
"Jan 20, 06:00 pm",0,0,3.3,0,3.1
"Jan 20, 07:00 pm",0,0,2.8,0,4.1
"Jan 20, 08:00 pm",0,0,2.8,0,4.1
"Jan 20, 09:00 pm",0,0,2.2,0,3.6
"Jan 20, 10:00 pm",0,0,2.2,0,3.6
"Jan 20, 11:00 pm",0,0,1.7,0,3.6
"Jan 21, 12:00 am",0,0,1.7,0,2.1
"Jan 21, 01:00 am",0,0,1.7,0,2.1
"Jan 21, 02:00 am",0,0,1.7,0,4.1
"Jan 21, 03:00 am",0,0,1.7,0,1.5
"Jan 21, 04:00 am",0,0,1.1,0,2.6
"Jan 21, 05:00 am",0,0,1.1,0,3.1
"Jan 21, 06:00 am",0,0,1.1,0,0
"Jan 21, 07:00 am",24.1454,26,1.7,72.412,3.1
"Jan 21, 08:00 am",111.838,111,2.2,59.295,2.6
"Jan 21, 09:00 am",192.716,193,2.8,46.1199,3.6
"Jan 21, 10:00 am",265.536,264,3.3,34.1598,3.6
"Jan 21, 11:00 am",288.649,288,3.9,25.271,3.6
"Jan 21, 12:00 pm",322.036,317,4.4,23.3136,2.1
"Jan 21, 01:00 pm",266.133,266,4.4,29.6957,2.6
"Jan 21, 02:00 pm",218.355,218,4.4,40.6554,4.1
"Jan 21, 03:00 pm",138.981,139,4.4,53.428,5.2
"Jan 21, 04:00 pm",55.5812,56,3.9,66.9365,4.6
"Jan 21, 05:00 pm",7.48998,8,3.9,75.837,2.1
"Jan 21, 06:00 pm",0,0,3.9,0,4.6
"Jan 21, 07:00 pm",0,0,1.1,0,2.6
"Jan 21, 08:00 pm",0,0,1.1,0,3.1
"Jan 21, 09:00 pm",0,0,1.7,0,0
"Jan 21, 10:00 pm",0,0,1.7,0,2.1
"Jan 21, 11:00 pm",0,0,1.7,0,0
"Jan 22, 12:00 am",0,0,1.7,0,1.5
"Jan 22, 01:00 am",0,0,1.7,0,1.5
"Jan 22, 02:00 am",0,0,0.6,0,2.1
"Jan 22, 03:00 am",0,0,-0.6,0,1.5
"Jan 22, 04:00 am",0,0,-1.1,0,2.6
"Jan 22, 05:00 am",0,0,-1.1,0,3.1
"Jan 22, 06:00 am",0,0,-1.7,0,2.1
"Jan 22, 07:00 am",102.298,50,0.6,72.4834,4.1
"Jan 22, 08:00 am",429.904,236,2.2,59.2949,4.1
"Jan 22, 09:00 am",671.992,417,4.4,46.0831,5.2
"Jan 22, 10:00 am",813.235,530,5,34.0675,5.2
"Jan 22, 11:00 am",197.499,204,6.1,25.0969,6.2
"Jan 22, 12:00 pm",290.102,289,5,23.0797,7.7
"Jan 22, 01:00 pm",287.232,281,4.4,29.4839,6.2
"Jan 22, 02:00 pm",203.082,203,5,40.4855,7.7
"Jan 22, 03:00 pm",277.274,188,5,53.2915,7.7
"Jan 22, 04:00 pm",131.647,95,4.4,66.8269,5.2
"Jan 22, 05:00 pm",16.0836,12,3.9,75.8563,5.2
"Jan 22, 06:00 pm",0,0,2.8,0,4.6
"Jan 22, 07:00 pm",0,0,2.8,0,4.1
"Jan 22, 08:00 pm",0,0,1.7,0,2.6
"Jan 22, 09:00 pm",0,0,0,0,2.1
"Jan 22, 10:00 pm",0,0,0,0,1.5
"Jan 22, 11:00 pm",0,0,-1.7,0,2.1
"Jan 23, 12:00 am",0,0,-2.2,0,2.6
"Jan 23, 01:00 am",0,0,-2.8,0,2.6
"Jan 23, 02:00 am",0,0,-2.2,0,3.1
"Jan 23, 03:00 am",0,0,-2.8,0,1.5
"Jan 23, 04:00 am",0,0,-5,0,2.1
"Jan 23, 05:00 am",0,0,-5,0,2.1
"Jan 23, 06:00 am",0,0,-5,0,0
"Jan 23, 07:00 am",148.62,61,-2.8,72.5548,4.1
"Jan 23, 08:00 am",427.378,238,-0.6,59.291,5.2
"Jan 23, 09:00 am",672.992,420,2.2,46.0421,3.1
"Jan 23, 10:00 am",855.959,563,4.4,33.9705,4.1
"Jan 23, 11:00 am",963.562,646,6.1,24.917,3.6
"Jan 23, 12:00 pm",981.677,658,8.3,22.8404,4.6
"Jan 23, 01:00 pm",917.225,605,9.4,29.2699,5.2
"Jan 23, 02:00 pm",772.821,489,10.6,40.3154,5.7
"Jan 23, 03:00 pm",542.45,313,10.6,53.1561,4.1
"Jan 23, 04:00 pm",268.641,121,10,66.7191,5.2
"Jan 23, 05:00 pm",25.0173,18,5.6,75.8781,4.1
"Jan 23, 06:00 pm",0,0,5,0,4.1
"Jan 23, 07:00 pm",0,0,3.3,0,5.7
"Jan 23, 08:00 pm",0,0,2.8,0,5.2
"Jan 23, 09:00 pm",0,0,3.3,0,5.2
"Jan 23, 10:00 pm",0,0,3.9,0,5.7
"Jan 23, 11:00 pm",0,0,3.9,0,6.2
"Jan 24, 12:00 am",0,0,3.9,0,5.2
"Jan 24, 01:00 am",0,0,2.8,0,5.2
"Jan 24, 02:00 am",0,0,2.2,0,4.1
"Jan 24, 03:00 am",0,0,2.2,0,4.1
"Jan 24, 04:00 am",0,0,3.3,0,5.2
"Jan 24, 05:00 am",0,0,1.7,0,3.6
"Jan 24, 06:00 am",0,0,3.3,0,3.6
"Jan 24, 07:00 am",14.2147,16,3.9,72.6261,4.1
"Jan 24, 08:00 am",85.2696,88,6.1,59.2833,4.1
"Jan 24, 09:00 am",174.974,177,8.3,45.997,3.6
"Jan 24, 10:00 am",198.74,202,11.7,33.8688,6.2
"Jan 24, 11:00 am",229.256,234,14.4,24.7314,5.2
"Jan 24, 12:00 pm",248.244,251,13.3,22.5958,3.6
"Jan 24, 01:00 pm",262.283,262,15.6,29.0537,5.7
"Jan 24, 02:00 pm",207.579,208,13.3,40.1456,5.2
"Jan 24, 03:00 pm",89.9948,95,12.2,53.022,3.1
"Jan 24, 04:00 pm",65.4832,65,12.2,66.6132,4.1
"Jan 24, 05:00 pm",9.36248,10,12.2,75.9025,4.6
"Jan 24, 06:00 pm",0,0,11.7,0,3.6
"Jan 24, 07:00 pm",0,0,11.7,0,5.7
"Jan 24, 08:00 pm",0,0,11.7,0,5.2
"Jan 24, 09:00 pm",0,0,11.7,0,6.7
"Jan 24, 10:00 pm",0,0,12.2,0,7.2
"Jan 24, 11:00 pm",0,0,12.2,0,7.2
"Jan 25, 12:00 am",0,0,12.2,0,5.7
"Jan 25, 01:00 am",0,0,10.6,0,5.7
"Jan 25, 02:00 am",0,0,10,0,0
"Jan 25, 03:00 am",0,0,9.4,0,0
"Jan 25, 04:00 am",0,0,8.3,0,2.1
"Jan 25, 05:00 am",0,0,8.9,0,2.1
"Jan 25, 06:00 am",0,0,7.8,0,2.6
"Jan 25, 07:00 am",39.2521,38,8.3,72.6973,7.2
"Jan 25, 08:00 am",141.354,137,5.6,59.2718,6.7
"Jan 25, 09:00 am",225.015,222,4.4,45.9477,5.7
"Jan 25, 10:00 am",277.811,275,2.8,33.7624,4.6
"Jan 25, 11:00 am",298.109,297,2.2,24.5402,3.1
"Jan 25, 12:00 pm",313.702,312,1.7,22.346,4.6
"Jan 25, 01:00 pm",327.379,321,1.1,28.8356,4.6
"Jan 25, 02:00 pm",257.101,253,0.6,39.976,4.1
"Jan 25, 03:00 pm",162.437,161,0.6,52.8893,5.2
"Jan 25, 04:00 pm",82.3482,79,0,66.5092,4.6
"Jan 25, 05:00 pm",12.1712,13,0,75.9295,5.2
"Jan 25, 06:00 pm",0,0,-0.6,0,6.7
"Jan 25, 07:00 pm",0,0,-0.6,0,5.7
"Jan 25, 08:00 pm",0,0,-0.6,0,4.6
"Jan 25, 09:00 pm",0,0,-0.6,0,4.6
"Jan 25, 10:00 pm",0,0,-0.6,0,6.7
"Jan 25, 11:00 pm",0,0,-0.6,0,4.6
"Jan 26, 12:00 am",0,0,-0.6,0,6.2
"Jan 26, 01:00 am",0,0,-1.1,0,5.2
"Jan 26, 02:00 am",0,0,-1.7,0,4.6
"Jan 26, 03:00 am",0,0,-2.2,0,4.1
"Jan 26, 04:00 am",0,0,-2.8,0,2.6
"Jan 26, 05:00 am",0,0,-2.8,0,2.1
"Jan 26, 06:00 am",0,0,-3.3,0,3.1
"Jan 26, 07:00 am",154.807,62,-2.2,72.7684,5.2
"Jan 26, 08:00 am",420.838,237,-1.1,59.2565,5.7
"Jan 26, 09:00 am",388.343,288,0,45.8944,6.7
"Jan 26, 10:00 am",271.587,268,0,33.6515,5.7
"Jan 26, 11:00 am",195.145,202,0,24.3436,4.1
"Jan 26, 12:00 pm",973.726,658,2.2,22.091,6.2
"Jan 26, 01:00 pm",906.307,603,2.8,28.6158,4.6
"Jan 26, 02:00 pm",764.954,489,3.3,39.8069,6.7
"Jan 26, 03:00 pm",551.455,323,3.3,52.7581,6.7
"Jan 26, 04:00 pm",284.841,132,1.7,66.4073,4.6
"Jan 26, 05:00 pm",41.4275,22,0.6,75.9591,3.6
"Jan 26, 06:00 pm",0,0,-0.6,0,4.1
"Jan 26, 07:00 pm",0,0,-1.1,0,3.6
"Jan 26, 08:00 pm",0,0,-1.7,0,3.1
"Jan 26, 09:00 pm",0,0,-2.2,0,4.1
"Jan 26, 10:00 pm",0,0,-2.8,0,4.1
"Jan 26, 11:00 pm",0,0,-2.8,0,3.6
"Jan 27, 12:00 am",0,0,-3.9,0,0
"Jan 27, 01:00 am",0,0,-5,0,0
"Jan 27, 02:00 am",0,0,-5.6,0,0
"Jan 27, 03:00 am",0,0,-5.6,0,1.5
"Jan 27, 04:00 am",0,0,-5.6,0,0
"Jan 27, 05:00 am",0,0,-6.1,0,2.6
"Jan 27, 06:00 am",0,0,-5.6,0,1.5
"Jan 27, 07:00 am",148.3,62,-3.9,72.8394,4.1
"Jan 27, 08:00 am",435.326,247,-1.7,59.2375,3.1
"Jan 27, 09:00 am",421.363,304,0,45.837,4.6
"Jan 27, 10:00 am",835.654,563,3.3,33.5361,6.2
"Jan 27, 11:00 am",973.751,661,6.7,24.1416,4.1
"Jan 27, 12:00 pm",985.405,670,8.9,21.831,4.6
"Jan 27, 01:00 pm",918.767,617,11.1,28.3944,6.2
"Jan 27, 02:00 pm",719.97,462,12.8,39.6384,7.2
"Jan 27, 03:00 pm",532.854,316,13.9,52.6286,7.7
"Jan 27, 04:00 pm",252.514,123,13.3,66.3076,5.2
"Jan 27, 05:00 pm",37.6075,21,8.9,75.9914,3.6
"Jan 27, 06:00 pm",0,0,10.6,0,4.1
"Jan 27, 07:00 pm",0,0,6.7,0,2.6
"Jan 27, 08:00 pm",0,0,3.9,0,3.6
"Jan 27, 09:00 pm",0,0,5.6,0,3.6
"Jan 27, 10:00 pm",0,0,6.1,0,4.1
"Jan 27, 11:00 pm",0,0,7.2,0,3.6
"Jan 28, 12:00 am",0,0,6.1,0,2.6
"Jan 28, 01:00 am",0,0,3.9,0,2.6
"Jan 28, 02:00 am",0,0,2.8,0,2.6
"Jan 28, 03:00 am",0,0,2.2,0,0
"Jan 28, 04:00 am",0,0,2.2,0,0
"Jan 28, 05:00 am",0,0,2.8,0,0
"Jan 28, 06:00 am",0,0,5.6,0,2.1
"Jan 28, 07:00 am",28.9863,30,6.1,72.9102,0
"Jan 28, 08:00 am",233.381,164,7.2,59.2148,2.6
"Jan 28, 09:00 am",689.134,440,10,45.7758,2.6
"Jan 28, 10:00 am",864.25,577,13.3,33.4164,3.1
"Jan 28, 11:00 am",972.247,662,15,23.9342,2.1
"Jan 28, 12:00 pm",910.337,624,16.7,21.5661,2.1
"Jan 28, 01:00 pm",916.269,619,17.8,28.1716,1.5
"Jan 28, 02:00 pm",773.967,500,18.9,39.4707,3.6
"Jan 28, 03:00 pm",559.876,333,18.9,52.5008,3.6
"Jan 28, 04:00 pm",285.06,136,17.8,66.2101,3.1
"Jan 28, 05:00 pm",38.3144,22,13.3,76.0264,3.1
"Jan 28, 06:00 pm",0,0,13.3,0,4.1
"Jan 28, 07:00 pm",0,0,12.8,0,5.2
"Jan 28, 08:00 pm",0,0,12.2,0,5.2
"Jan 28, 09:00 pm",0,0,12.8,0,5.7
"Jan 28, 10:00 pm",0,0,12.2,0,4.6
"Jan 28, 11:00 pm",0,0,12.2,0,6.2
"Jan 29, 12:00 am",0,0,11.7,0,6.2
"Jan 29, 01:00 am",0,0,11.7,0,5.2
"Jan 29, 02:00 am",0,0,13.9,0,5.2
"Jan 29, 03:00 am",0,0,15,0,5.2
"Jan 29, 04:00 am",0,0,14.4,0,6.7
"Jan 29, 05:00 am",0,0,15,0,5.2
"Jan 29, 06:00 am",0,0,15,0,6.2
"Jan 29, 07:00 am",20.2962,22,15.6,72.9809,6.7
"Jan 29, 08:00 am",259.251,170,17.2,59.1885,9.3
"Jan 29, 09:00 am",269.25,216,18.9,45.7107,9.3
"Jan 29, 10:00 am",459.499,369,21.1,33.2924,11.3
"Jan 29, 11:00 am",581.395,426,22.8,23.7217,11.3
"Jan 29, 12:00 pm",519.057,397,23.3,21.2965,8.8
"Jan 29, 01:00 pm",278.208,277,23.9,27.9477,10.8
"Jan 29, 02:00 pm",344.026,282,23.3,39.304,7.7
"Jan 29, 03:00 pm",237.262,175,22.8,52.375,6.7
"Jan 29, 04:00 pm",148.937,96,22.2,66.115,7.2
"Jan 29, 05:00 pm",17.2193,17,20.6,76.064,6.7
"Jan 29, 06:00 pm",0,0,20.6,0,5.2
"Jan 29, 07:00 pm",0,0,19.4,0,4.6
"Jan 29, 08:00 pm",0,0,18.9,0,5.2
"Jan 29, 09:00 pm",0,0,18.3,0,5.2
"Jan 29, 10:00 pm",0,0,17.8,0,5.2
"Jan 29, 11:00 pm",0,0,16.7,0,5.2
"Jan 30, 12:00 am",0,0,17.2,0,3.6
"Jan 30, 01:00 am",0,0,17.2,0,3.6
"Jan 30, 02:00 am",0,0,16.1,0,4.1
"Jan 30, 03:00 am",0,0,13.9,0,3.1
"Jan 30, 04:00 am",0,0,12.8,0,3.6
"Jan 30, 05:00 am",0,0,11.7,0,1.5
"Jan 30, 06:00 am",0,0,8.3,0,0
"Jan 30, 07:00 am",143.612,61,8.3,73.0514,0
"Jan 30, 08:00 am",412.024,239,13.9,59.1585,2.6
"Jan 30, 09:00 am",579.599,385,16.1,45.6418,3.1
"Jan 30, 10:00 am",848.52,571,17.2,33.1644,3.1
"Jan 30, 11:00 am",954.605,655,17.8,23.5041,4.1
"Jan 30, 12:00 pm",965.643,663,18.9,21.0221,6.2
"Jan 30, 01:00 pm",910.459,616,19.4,27.7228,6.7
"Jan 30, 02:00 pm",767.06,501,18.9,39.1385,7.2
"Jan 30, 03:00 pm",553.932,335,18.9,52.2512,5.2
"Jan 30, 04:00 pm",291.873,143,17.8,66.0223,4.6
"Jan 30, 05:00 pm",47.0692,24,15.6,76.1043,2.6
"Jan 30, 06:00 pm",0,0,10,0,0
"Jan 30, 07:00 pm",0,0,7.8,0,1.5
"Jan 30, 08:00 pm",0,0,6.1,0,1.5
"Jan 30, 09:00 pm",0,0,4.4,0,0
"Jan 30, 10:00 pm",0,0,3.3,0,0
"Jan 30, 11:00 pm",0,0,2.8,0,0
"Jan 31, 12:00 am",0,0,2.2,0,0
"Jan 31, 01:00 am",0,0,2.2,0,0
"Jan 31, 02:00 am",0,0,1.7,0,2.1
"Jan 31, 03:00 am",0,0,1.1,0,3.6
"Jan 31, 04:00 am",0,0,1.1,0,0
"Jan 31, 05:00 am",0,0,1.1,0,0
"Jan 31, 06:00 am",0,0,0,79.848,2.6
"Jan 31, 07:00 am",115.945,60,4.4,73.0605,3.6
"Jan 31, 08:00 am",287.784,182,6.7,59.125,4.1
"Jan 31, 09:00 am",664.978,439,8.3,45.5693,3.6
"Jan 31, 10:00 am",718.415,498,11.1,33.0323,3.1
"Jan 31, 11:00 am",787.771,555,12.8,23.2816,2.1
"Jan 31, 12:00 pm",867.104,612,15,20.7432,2.6
"Jan 31, 01:00 pm",784.993,539,16.1,27.4971,2.6
"Jan 31, 02:00 pm",563.75,396,17.8,38.9742,4.6
"Jan 31, 03:00 pm",420.654,273,16.7,52.1296,5.7
"Jan 31, 04:00 pm",221.931,125,16.1,65.9321,2.6
"Jan 31, 05:00 pm",20.929,20,10.6,76.1473,2.6
"Jan 31, 06:00 pm",0,0,8.3,0,1.5
"Jan 31, 07:00 pm",0,0,8.3,0,2.6
"Jan 31, 08:00 pm",0,0,7.8,0,3.1
"Jan 31, 09:00 pm",0,0,8.6,0,4
"Jan 31, 10:00 pm",0,0,9.4,0,4.9
"Jan 31, 11:00 pm",0,0,10.2,0,5.8
"Feb 1, 12:00 am",0,0,10.9,0,6.6
"Feb 1, 01:00 am",0,0,11.7,0,7.5
"Feb 1, 02:00 am",0,0,12.5,0,8.4
"Feb 1, 03:00 am",0,0,13.3,0,9.3
"Feb 1, 04:00 am",0,0,13.9,0,9.3
"Feb 1, 05:00 am",0,0,14.4,0,7.7
"Feb 1, 06:00 am",0.936248,1,15,79.9846,5.7
"Feb 1, 07:00 am",34.9,36,18.9,73.0529,8.2
"Feb 1, 08:00 am",66.6221,72,10,59.0729,6.2
"Feb 1, 09:00 am",118.232,126,9.4,45.4601,3.6
"Feb 1, 10:00 am",172.5,181,9.4,32.8357,2.1
"Feb 1, 11:00 am",195.933,204,9.4,22.951,3.6
"Feb 1, 12:00 pm",174.417,184,8.9,20.3292,0
"Feb 1, 01:00 pm",166.785,175,9.4,27.1659,3.1
"Feb 1, 02:00 pm",136.888,145,8.9,38.7355,2.6
"Feb 1, 03:00 pm",92.2159,98,7.8,51.9539,3.6
"Feb 1, 04:00 pm",39.566,43,6.7,65.8026,2.6
"Feb 1, 05:00 pm",9.0734,10,6.7,76.2132,1.5
"Feb 1, 06:00 pm",0,0,5.6,0,6.7
"Feb 1, 07:00 pm",0,0,5,0,4.6
"Feb 1, 08:00 pm",0,0,4.4,0,4.6
"Feb 1, 09:00 pm",0,0,3.9,0,4.6
"Feb 1, 10:00 pm",0,0,3.3,0,5.2
"Feb 1, 11:00 pm",0,0,2.2,0,4.6
"Feb 2, 12:00 am",0,0,1.1,0,3.1
"Feb 2, 01:00 am",0,0,1.1,0,4.1
"Feb 2, 02:00 am",0,0,0.6,0,3.6
"Feb 2, 03:00 am",0,0,0,0,3.1
"Feb 2, 04:00 am",0,0,-0.6,0,3.6
"Feb 2, 05:00 am",0,0,-1.1,0,3.6
"Feb 2, 06:00 am",2.83171,4,-1.7,80.0776,3.6
"Feb 2, 07:00 am",174.906,74,-1.1,73.0414,4.1
"Feb 2, 08:00 am",450.198,265,-0.6,59.0308,6.2
"Feb 2, 09:00 am",684.645,446,1.1,45.3788,6.2
"Feb 2, 10:00 am",825.267,561,1.7,32.6942,7.2
"Feb 2, 11:00 am",760.853,530,1.7,22.7167,7.7
"Feb 2, 12:00 pm",943.958,658,1.7,20.0395,7.7
"Feb 2, 01:00 pm",759.432,522,2.2,26.9392,5.2
"Feb 2, 02:00 pm",807.02,532,2.8,38.5752,7.7
"Feb 2, 03:00 pm",588.975,360,2.2,51.838,5.2
"Feb 2, 04:00 pm",321.6,162,1.7,65.7189,6.7
"Feb 2, 05:00 pm",63.4316,32,0,76.2629,4.6
"Feb 2, 06:00 pm",0,0,-1.1,0,2.1
"Feb 2, 07:00 pm",0,0,-2.8,0,1.5
"Feb 2, 08:00 pm",0,0,-3.3,0,0
"Feb 2, 09:00 pm",0,0,-4.4,0,0
"Feb 2, 10:00 pm",0,0,-5.6,0,0
"Feb 2, 11:00 pm",0,0,-6.1,0,0
"Feb 3, 12:00 am",0,0,-6.7,0,0
"Feb 3, 01:00 am",0,0,-7.2,0,0
"Feb 3, 02:00 am",0,0,-7.8,0,0
"Feb 3, 03:00 am",0,0,-7.8,0,0
"Feb 3, 04:00 am",0,0,-7.8,0,0
"Feb 3, 05:00 am",0,0,-8.3,0,0
"Feb 3, 06:00 am",2.64347,5,-7.8,80.1702,2.6
"Feb 3, 07:00 am",180.772,78,-5.6,73.0265,0
"Feb 3, 08:00 am",468.771,279,-2.2,58.9854,0
"Feb 3, 09:00 am",719.997,472,0.6,45.2941,1.5
"Feb 3, 10:00 am",907.818,620,1.7,32.5491,2.1
"Feb 3, 11:00 am",1017.56,707,3.3,22.478,2.1
"Feb 3, 12:00 pm",1038.94,723,4.4,19.7458,2.1
"Feb 3, 01:00 pm",975.327,669,6.1,26.7125,2.6
"Feb 3, 02:00 pm",825.564,548,6.7,38.4168,3.1
"Feb 3, 03:00 pm",553.628,342,6.7,51.7247,2.1
"Feb 3, 04:00 pm",313.259,161,6.7,65.6379,2.1
"Feb 3, 05:00 pm",53.1956,28,2.8,76.3154,2.1
"Feb 3, 06:00 pm",0,0,0,0,1.5
"Feb 3, 07:00 pm",0,0,-1.1,0,2.1
"Feb 3, 08:00 pm",0,0,-2.2,0,2.6
"Feb 3, 09:00 pm",0,0,-2.8,0,2.1
"Feb 3, 10:00 pm",0,0,-3.3,0,1.5
"Feb 3, 11:00 pm",0,0,-2.8,0,2.6
"Feb 4, 12:00 am",0,0,-3.9,0,3.6
"Feb 4, 01:00 am",0,0,-3.3,0,3.6
"Feb 4, 02:00 am",0,0,-2.2,0,3.6
"Feb 4, 03:00 am",0,0,-0.6,0,3.6
"Feb 4, 04:00 am",0,0,0,0,3.6
"Feb 4, 05:00 am",0,0,0,0,3.6
"Feb 4, 06:00 am",0.33827,1,-0.6,80.2625,3.1
"Feb 4, 07:00 am",51.0743,41,-0.6,73.0082,0
"Feb 4, 08:00 am",126.968,117,3.9,58.9365,2.1
"Feb 4, 09:00 am",413.719,319,5,45.206,4.1
"Feb 4, 10:00 am",398.591,328,6.1,32.4006,4.1
"Feb 4, 11:00 am",462.8,386,6.7,22.2348,4.1
"Feb 4, 12:00 pm",434.303,364,6.7,19.448,5.2
"Feb 4, 01:00 pm",393.934,335,7.2,26.486,4.6
"Feb 4, 02:00 pm",344.891,289,8.3,38.2604,5.2
"Feb 4, 03:00 pm",217.737,193,6.7,51.614,3.1
"Feb 4, 04:00 pm",101.519,79,6.7,65.5598,3.1
"Feb 4, 05:00 pm",19.9699,21,5.6,76.3705,6.2
"Feb 4, 06:00 pm",0,0,3.3,0,5.2
"Feb 4, 07:00 pm",0,0,2.8,0,4.6
"Feb 4, 08:00 pm",0,0,1.7,0,4.1
"Feb 4, 09:00 pm",0,0,0.6,0,3.6
"Feb 4, 10:00 pm",0,0,0.6,0,3.6
"Feb 4, 11:00 pm",0,0,0.6,0,5.2
"Feb 5, 12:00 am",0,0,0.6,0,5.7
"Feb 5, 01:00 am",0,0,0,0,3.1
"Feb 5, 02:00 am",0,0,-1.1,0,3.1
"Feb 5, 03:00 am",0,0,-1.1,0,3.6
"Feb 5, 04:00 am",0,0,-2.2,0,2.1
"Feb 5, 05:00 am",0,0,-2.2,0,2.6
"Feb 5, 06:00 am",1.1038,1,-2.8,80.3544,1.5
"Feb 5, 07:00 am",47.0142,43,-1.1,72.9865,2.1
"Feb 5, 08:00 am",91.5346,96,-0.6,58.8845,4.6
"Feb 5, 09:00 am",89.2677,96,0.6,45.1148,5.7
"Feb 5, 10:00 am",125.479,132,1.1,32.2487,3.6
"Feb 5, 11:00 am",163.486,172,1.1,21.9873,4.1
"Feb 5, 12:00 pm",146.908,156,0,19.1463,3.1
"Feb 5, 01:00 pm",162.521,169,0,26.2599,2.6
"Feb 5, 02:00 pm",216.963,221,0.6,38.1063,1.5
"Feb 5, 03:00 pm",105.111,111,0.6,51.5061,2.6
"Feb 5, 04:00 pm",58.173,61,0.6,65.4845,2.1
"Feb 5, 05:00 pm",18.7044,20,1.1,76.4283,2.6
"Feb 5, 06:00 pm",0,0,0.6,0,2.6
"Feb 5, 07:00 pm",0,0,0.6,0,4.1
"Feb 5, 08:00 pm",0,0,0.6,0,2.6
"Feb 5, 09:00 pm",0,0,1.1,0,2.1
"Feb 5, 10:00 pm",0,0,1.1,0,3.1
"Feb 5, 11:00 pm",0,0,1.1,0,3.1
"Feb 6, 12:00 am",0,0,1.1,0,2.1
"Feb 6, 01:00 am",0,0,1.1,0,3.1
"Feb 6, 02:00 am",0,0,1.7,0,3.1
"Feb 6, 03:00 am",0,0,1.7,0,2.1
"Feb 6, 04:00 am",0,0,2.2,0,2.1
"Feb 6, 05:00 am",0,0,2.2,0,2.1
"Feb 6, 06:00 am",1.8725,2,2.8,80.4458,2.1
"Feb 6, 07:00 am",42.0102,43,2.8,72.9615,3.1
"Feb 6, 08:00 am",131.717,133,3.9,58.8292,2.6
"Feb 6, 09:00 am",211.254,214,5,45.0204,3.6
"Feb 6, 10:00 am",301.724,302,6.1,32.0936,3.6
"Feb 6, 11:00 am",327.851,329,6.7,21.7357,4.1
"Feb 6, 12:00 pm",333.879,334,8.3,18.8408,3.1
"Feb 6, 01:00 pm",324.678,300,10.6,26.0345,3.6
"Feb 6, 02:00 pm",545.75,395,11.1,37.9545,3.1
"Feb 6, 03:00 pm",390.393,265,11.7,51.401,3.1
"Feb 6, 04:00 pm",166.514,116,11.1,65.4122,4.1
"Feb 6, 05:00 pm",33.3228,27,10.6,76.4889,0
"Feb 6, 06:00 pm",0,0,8.9,0,0
"Feb 6, 07:00 pm",0,0,8.3,0,0
"Feb 6, 08:00 pm",0,0,8.3,0,0
"Feb 6, 09:00 pm",0,0,7.8,0,0
"Feb 6, 10:00 pm",0,0,6.1,0,1.5
"Feb 6, 11:00 pm",0,0,4.4,0,0
"Feb 7, 12:00 am",0,0,3.9,0,0
"Feb 7, 01:00 am",0,0,2.8,0,2.1
"Feb 7, 02:00 am",0,0,3.3,0,2.1
"Feb 7, 03:00 am",0,0,3.3,0,0
"Feb 7, 04:00 am",0,0,5.6,0,2.1
"Feb 7, 05:00 am",0,0,6.7,0,0
"Feb 7, 06:00 am",0,0,6.1,80.5368,0
"Feb 7, 07:00 am",22.7295,25,7.2,72.9332,1.5
"Feb 7, 08:00 am",153.706,137,7.8,58.7708,3.1
"Feb 7, 09:00 am",231.237,232,8.3,44.923,4.6
"Feb 7, 10:00 am",173.964,182,8.9,31.9354,4.1
"Feb 7, 11:00 am",279.673,284,8.9,21.48,4.1
"Feb 7, 12:00 pm",302.207,304,9.4,18.5318,3.1
"Feb 7, 01:00 pm",320.829,320,10,25.81,3.6
"Feb 7, 02:00 pm",225.605,230,10.6,37.8054,3.6
